name,operator,lat,lon,state,city,county
Databank LGA3,Databank,41.0399506,-73.9895725,NY,Orangeburg,Rockland County
CoreSite NY3,CoreSite,40.7849038,-74.0653573,NJ,Secaucus,Hudson County
Amazon Web Services,Amazon Web Services,40.102426,-82.7501414,Ohio,New Albany,Licking County
Amazon Web Services,Amazon Web Services,40.1019552,-82.7519122,Ohio,New Albany,Licking County
Amazon Web Services,Amazon Web Services,40.0942258,-82.732111,Ohio,,Licking County
Amazon Web Services,Amazon Web Services,40.0943973,-82.7292787,Ohio,New Albany,Licking County
Amazon Web Services,Amazon Web Services,40.0954948,-82.7320052,Ohio,,Licking County
Google NBY-5,Google,40.0565112,-82.7720067,Ohio,New Albany,Franklin County
Google NBY-6,Google,40.0539595,-82.7675946,Ohio,,Franklin County
Meta,Meta,40.0614927,-82.7405524,Ohio,Jersey,Licking County
Meta,Meta,40.0652296,-82.7411681,Ohio,Jersey,Licking County
Amazon Web Services,Amazon Web Services,40.1357888,-83.212641,Ohio,,Union County
Amazon Web Services,Amazon Web Services,40.1200638,-83.1993191,Ohio,,Union County
Amazon Web Services,Amazon Web Services,40.1192992,-83.203226,Ohio,,Union County
Amazon Web Services,Amazon Web Services,40.1181177,-83.202522,Ohio,,Union County
Amazon Web Services,Amazon Web Services,40.0501797,-83.1755155,Ohio,Hilliard,Franklin County
Amazon Web Services,Amazon Web Services,40.0515221,-83.1757154,Ohio,Hilliard,Franklin County
Amazon Web Services,Amazon Web Services,40.0164194,-83.1258518,Ohio,Hilliard,Franklin County
Amazon Web Services,Amazon Web Services,40.0210134,-83.1260205,Ohio,Hilliard,Franklin County
Amazon Web Services,Amazon Web Services,45.8517309,-119.6196613,Oregon,,Morrow County
Amazon Web Services,Amazon Web Services,45.8530947,-119.61968,Oregon,,Morrow County
Amazon Web Services,Amazon Web Services,45.8187105,-119.6320082,Oregon,,Morrow County
Amazon Web Services,Amazon Web Services,45.8187019,-119.6362631,Oregon,,Morrow County
Amazon Web Services,Amazon Web Services,45.8199495,-119.6362723,Oregon,,Morrow County
Amazon Web Services,Amazon Web Services,45.8096338,-119.268611,Oregon,Hermiston,Umatilla County
Amazon Web Services,Amazon Web Services,45.8082769,-119.2686163,Oregon,,Umatilla County
Amazon Web Services,Amazon Web Services,45.799015,-119.3617268,Oregon,,Umatilla County
Amazon Web Services,Amazon Web Services,45.7996834,-119.3584242,Oregon,,Umatilla County
Amazon Web Services,Amazon Web Services,45.7977517,-119.3589245,Oregon,,Umatilla County
CYS41 Datacenter,Microsoft,41.1244025,-104.8970154,Wyoming,,Laramie County
CYS42 Datacenter,Microsoft,41.1253822,-104.9088889,Wyoming,,Laramie County
xAI Macrohard Colossus 2,xAI,34.997983,-90.0348672,TN,Memphis,Shelby County
,,35.5681349,-95.5124166,Oklahoma,,Muskogee County
True North Data Centers,True North Data Solutions,39.0436134,-77.5372623,Virginia,Leesburg,Loudoun County
TikTok Data Center,True North Data Solutions,39.0442544,-77.5379583,VA,Leesburg,Loudoun County
Encompass Minneapolis Facility,Encompass,45.1321573,-93.0956156,MN,Lino Lakes,Anoka County
,,38.9391997,-94.8601851,KS,Olathe,Johnson County
,Oppidan,40.0526729,-83.1274235,Ohio,Hilliard,Franklin County
,,44.1892369,-105.6104802,Wyoming,,Campbell County
State of Montana Data Center,State of Montana,46.4068846,-105.8206969,Montana,Miles City,Custer County
Switch Las Vegas 14,Switch,36.0652076,-115.222045,Nevada,,Clark County
Google,Google,41.3391392,-96.0846572,Nebraska,,Douglas County
Google,Google,41.3419347,-96.0877015,Nebraska,Omaha,Douglas County
Google,Google,41.3451932,-96.0935185,Nebraska,Omaha,Douglas County
Applied Digital / Ellendale Data Center,Applied Digital,46.0137217,-98.5725505,North Dakota,,Dickey County
QTS NAL 2 DC1,Quality Technology Services,40.0557362,-82.7565006,Ohio,New Albany,Licking County
QTS NAL 2 DC2,Quality Technology Services,40.053078,-82.7566343,Ohio,New Albany,Licking County
QTS NAL1 DC2,Quality Technology Services,40.0636133,-82.7582273,OH,New Albany,Licking County
QTS NAL1 DC1,Quality Technology Services,40.0650012,-82.7581306,OH,New Albany,Licking County
,,41.7953769,-88.2469648,Illinois,Aurora,DuPage County
Google,Google,32.5390042,-96.7932072,Texas,Red Oak,Ellis County
Compass Data Center,,32.5455044,-96.802207,Texas,Red Oak,Ellis County
Compass Data Center,,32.5441919,-96.802189,Texas,Red Oak,Ellis County
Compass Data Center,,32.5428991,-96.8021938,Texas,Red Oak,Ellis County
Compass Data Center,,32.5415885,-96.8022074,Texas,Red Oak,Ellis County
Compass Data Center,,32.5402764,-96.8022204,Texas,Red Oak,Ellis County
Compass Data Center,,32.5426759,-96.793719,Texas,Red Oak,Ellis County
Compass Data Center,,32.5439941,-96.7937194,Texas,Red Oak,Ellis County
Compass Data Center,,32.5452986,-96.7937562,Texas,Red Oak,Ellis County
Compass Data Center,,32.5439608,-96.7883983,Texas,Red Oak,Ellis County
Compass Data Center,,32.5452921,-96.7883821,Texas,Red Oak,Ellis County
Amazon Web Services,Amazon Web Services,38.9231194,-77.4249774,Virginia,Sully Square,Fairfax County
,,38.9364643,-77.4246803,Virginia,Floris,Fairfax County
Google NBY-7,Google,40.0539627,-82.7644352,Ohio,Pataskala,Licking County
Vantage Building 1,Vantage,40.1024981,-82.7469519,Ohio,New Albany,Licking County
Vantage Building 2,Vantage,40.1005303,-82.7471193,Ohio,New Albany,Licking County
Vantage Building 3,Vantage,40.0987619,-82.7472449,Ohio,New Albany,Licking County
Microsoft,Microsoft,47.2385928,-119.8874148,Washington,Quincy,Grant County
,,29.44968,-98.7144036,Texas,San Antonio,Bexar County
,,29.4509306,-98.7139083,Texas,San Antonio,Bexar County
,,29.4522303,-98.7140639,Texas,San Antonio,Bexar County
,,39.3226315,-94.5947952,Missouri,Kansas City,Clay County
CloudHQ LC3,,39.0112123,-77.4604251,Virginia,,Loudoun County
Alinged Data Center,"Aligned Data Centers, LLC",32.5498227,-97.0748553,TX,Mansfield,Ellis County
,,39.0559766,-77.5473343,Virginia,,Loudoun County
,,39.0577971,-77.546734,Virginia,Leesburg,Loudoun County
,,39.0821895,-77.5651208,Virginia,Leesburg,Loudoun County
NTT Chicago CH3,NTT,41.9869408,-88.0079846,IL,Itasca,DuPage County
NTT Chicago CH4,NTT,41.9891013,-88.0047584,IL,Itasca,DuPage County
Microsoft Data Center 2,Microsoft,38.7999718,-77.5833485,Virginia,Gainesville,Prince William County
,,40.0207739,-83.1241809,Ohio,Columbus,Franklin County
,,40.021203,-83.1231884,Ohio,Columbus,Franklin County
,,44.7347591,-93.0618605,Minnesota,Rosemount,Dakota County
,,44.7345345,-93.0648906,Minnesota,Rosemount,Dakota County
,,41.514853,-93.7208856,Iowa,West Des Moines,Polk County
,,41.5138877,-93.7214096,Iowa,West Des Moines,Polk County
IONIC Digital Cedarvale,IONIC Digital,31.5134441,-103.4485477,Texas,,Ward County
,,43.4631415,-116.2682325,Idaho,Kuna,Ada County
,,43.4633361,-116.2720949,Idaho,Kuna,Ada County
East Kentucky Network Datacenter,,37.6001856,-82.6787687,KY,Ivel,Floyd County
,,33.3471979,-111.6324603,Arizona,Mesa,Maricopa County
,,33.3463331,-111.6289144,Arizona,,Maricopa County
,,33.347189,-111.6257923,Arizona,,Maricopa County
,,31.1941757,-94.7967665,Texas,Diboll,Angelina County
Google,Google,32.4401038,-97.0609199,Texas,Midlothian,Ellis County
Newrays Two LLC Mining,,36.3270316,-88.3200731,Tennessee,Paris,Henry County
,,39.0552634,-77.5447851,Virginia,,Loudoun County
,,39.0540969,-77.545995,Virginia,,Loudoun County
,,39.0510366,-77.534801,Virginia,Leesburg,Loudoun County
EdgeCore Silicon Valley,,37.3837192,-121.9654044,California,Santa Clara,Santa Clara County
STACK SVY02,Stack Infrastructure,37.3619343,-121.9537306,California,Santa Clara,Santa Clara County
Amazon AWS SAT - 12807 Donop,Amazon Web Services,29.2930099,-98.3915987,Texas,San Antonio,Bexar County
Prime DFW01-01,Prime,32.8378141,-96.8798458,TX,Dallas,Dallas County
,,40.1158246,-83.0014877,Ohio,Columbus,Franklin County
Google,Google,38.7793049,-77.5863352,Virginia,Gainesville,Prince William County
QTS Manassas DC1,Quality Technology Services,38.7525454,-77.5124598,Virginia,Manassas,Prince William County
QTS North HIL3 North Building,Quality Technology Services,45.5719248,-122.918438,Oregon,Hillsboro,Washington County
QTS North HIL3 South Building,Quality Technology Services,45.5701912,-122.9198333,Oregon,Hillsboro,Washington County
,,47.2401708,-119.8632652,Washington,Quincy,Grant County
SPC4A,Google,36.6240634,-87.2569125,Tennessee,,Montgomery County
QTS,Quality Technology Services,33.4484031,-84.5224887,Georgia,Fayetteville,Fayette County
QTS,Quality Technology Services,33.4508851,-84.5236253,Georgia,Fayetteville,Fayette County
,,40.2658623,-112.0194332,Utah,Eagle Mountain,Utah County
,,40.2698591,-112.0194563,Utah,Eagle Mountain,Utah County
CyrusOne CHI3,CyrusOne,41.8028612,-88.2467523,IL,Aurora,DuPage County
Edged Chicago ORD01,Edged,41.8069309,-88.2410968,Illinois,Aurora,DuPage County
Verizon,,40.8782456,-78.7287879,Pennsylvania,Mahaffey,Clearfield County
,,33.1406469,-96.6595258,Texas,Allen,Collin County
Aligned Data Centers,Aligned Data Centers,33.0060071,-96.6570922,TX,Plano,Collin County
Verizon Wireless,,36.2821754,-86.7971366,Tennessee,Nashville,Davidson County
Argo Data Center,,33.777264,-100.8689012,Texas,,Dickens County
